Einbahnstraße	N	доро́га  f  с односторо́нним движе́нием		f		<-, -n>
einbrechen	VB	вла́мываться, вломи́ться perf	intr		irreg	
Einbrecher	N	взло́мщик m		m		<-s, ->
Einbruch	N	взлом m, наступле́ние nt		m		<-(e)s, Еinbrüche>
eindeutig	ADJ	я́сный, недвусмы́сленный				
Eindruck	N	след m, впечатле́ние nt		m		<-(e)s, Eindrücke>
einerseits	ADV	с одно́й стороны́				
einfach	ADJ	просто́й, несло́жный				
Einfahrt	N	въезд m, подъе́зд m		f		<-, -en>
einfallen	VB	приходи́ть, прийти́ perf	intr		irreg	
Einfall	N	мысль f, иде́я f		m		<-(e)s, Einfälle>
Einfluss	N	влия́ние nt, возде́йствие nt		m		<-es, -flüsse>
beeinflussen	VB	ока́зывать	trans		perf	
einfügen	VB	вставля́ть, вста́вить perf, вкла́дывать	trans		perf	
Einführung	N	введе́ние nt, ввод m		f		<-, -en>
Eingang	N	вход m		m		<-(e)s, Eingänge>
einheitlich	ADJ	еди́ный				
einig	ADJ	сплочённый, единоду́шный				
einkaufen	VB	закупа́ть, покупа́ть	trans		perf	
Einkauf	N	заку́пка f, поку́пка f		m		<-(e)s, Einkäufe>
Einkommen	N	дохо́д m, за́работок m		nt		<-s, ->
einladen	VB	грузи́ть, по- perf	trans		irreg	
einladen	VB	приглаша́ть	trans		irreg	
Einladung	N	приглаше́ние nt		f		<-, -en>
einmal	ADV	оди́н раз				
einnehmen	VB	получа́ть	trans		irreg	
Einnahme	N	прихо́д m, поступле́ние nt, дохо́д m		f		<-, -n>
einpacken	VB	укла́дывать, уложи́ть perf, упако́вывать	trans		perf	
einrichten	VB	обставля́ть	trans		perf	
Einrichtung	N	обстано́вка f, устро́йство nt		f		<-, -en>
einsam	ADJ	одино́кий				
einschalten	VB	включа́ть	trans		perf	
einschließlich	PREP	включи́тельно, включа́я				
Einschreiben	N	заказно́е nt		nt		<-s, ->
einsetzen	VB	вставля́ть, вста́вить perf	trans		perf	
einsteigen	VB	сади́ться, сесть perf	intr		irreg	
einstellen	VB	ста́вить, по- perf, помеща́ть	trans		perf	
eintragen	VB	запи́сывать, вноси́ть	trans		irreg	
eintreten	VB	входи́ть, войти́ perf	intr		irreg	
Eintritt	N	вход m		m		<-(e)s, -e>
einverstanden	ADJ	согла́сный				
einzahlen	VB	плати́ть, уплати́ть perf	trans		perf	
Einzahlung	N	платёж m, взнос m		f		<-, -en>
einzeln	ADJ	отде́льный				
Einzelheit	N	подро́бность f, дета́ль f		f		<-, -en>
einzig	ADJ	еди́нственный				
einziehen	VB	продева́ть	trans		irreg	
Eis	N	лёд m		nt		<-es>
Eisenbahn	N	желе́зная доро́га f		f		<-, -en>
elegant	ADJ	элега́нтный, изя́щный				
elektrisch	ADJ	электри́ческий				
elektronisch	ADJ	электро́нный				
Eltern	N	роди́тели pl				<->
empfangen	VB	принима́ть imperf, принима́ть	trans		imperf	
Empfang	N	приём m, приёмка f		m		<-(e)s, Empfänge>
empfehlen	VB	рекомендова́ть (н)perf, по- perf	trans		empfahl, empfohlen	
Empfehlung	N	рекоменда́ция f		f		<-, -en>
enden	VB	конча́ться, ко́нчиться perf	intr		perf	
Ende	N	коне́ц m, край m		nt		<-s, -n>
endgültig	ADJ	оконча́тельный				
endlich	ADJ	коне́чный				
Energie	N	эне́ргия f		f		<-, -n>
Energie	N					
eng	ADJ	у́зкий, те́сный		f		
entdecken	VB	открыва́ть, обнару́живать	trans		perf	
entfernen	VB	удаля́ть	trans		perf	
Entfernung	N	расстоя́ние nt		f		<-, -en>
entgegenkommen	VB	идти́  imperf  навстре́чу	intr		irreg	
enthalten	VB	содержа́ть imperf	trans		irreg	
entlang	ADV	вдоль				
entlassen	VB	освобожда́ть	trans		irreg	
Entlassung	N	освобожде́ние nt		f		<-, -en>
entscheiden	VB	реша́ть	trans		irreg	
Entscheidung	N	реше́ние nt		f		<-, -en>
unentschieden	ADJ	вничью́				
entschlossen	ADJ	реши́тельный				
entschuldigen	VB	извиня́ть	trans		perf	
Entschuldigung	N	извине́ние nt		f		<-, -en>
entsorgen	VB	устраня́ть	trans		perf	
entstehen	VB	возника́ть	intr		irreg	
enttäuschen	VB	разочаро́вывать	trans		perf	
Enttäuschung	N	разочарова́ние nt		f		<-, -en>
entwickeln	VB	развива́ть	trans		perf	
Entwicklung	N	разви́тие nt, разрабо́тка f		f		<-, -en>
Erde	N	Земля́ f, земля́ f, по́чва f		f		<->
Erdgeschoss	N	пе́рвый эта́ж m		nt		<-es, -e>
Ereignis	N	собы́тие nt, происше́ствие nt		nt		<-ses, -se>
erfahren	VB	узнава́ть	trans		irreg	
Erfahrung	N	о́пыт m		f		<-, -en>
erfinden	VB	изобрета́ть	trans		irreg	
Erfindung	N	изобрете́ние nt		f		<-, -en>
Erfolg	N	успе́х m, уда́ча f		m	pl:	<-(e)s, -e>
erfolgreich	ADJ	успе́шный, уда́чный				
erforderlich	ADJ	необходи́мый				
erfordern	VB	тре́бовать, по- perf	trans		perf	
erfüllen	VB	наполня́ть	trans		perf	
ergänzen	VB	дополня́ть, добавля́ть	trans		perf	
Ergebnis	N	после́дствие nt, результа́т m		nt		<-ses, -se>
erhalten	VB	получа́ть	trans		irreg	
erhöhen	VB	повыша́ть	trans		perf	
Erhöhung	N	повыше́ние nt		f		<-, -en>
erholen	VB	отдыха́ть	refl		perf	
Erholung	N	о́тдых m		f		<->
erinnern	VB	напомина́ть	trans		perf	
Erinnerung	N	воспомина́ние nt, па́мять f		f		<-, -en>
erkältet	ADJ	просту́женный				
Erkältung	N	просту́да f		f		<-, -en>
erkennen	VB	ви́деть, уви́деть perf	trans		irreg	
erklären	VB	объясня́ть	trans		perf	
Erklärung	N	объясне́ние nt		f		<-, -en>
erkundigen	VB	справля́ться, спра́виться perf, узнава́ть	refl		perf	
erlauben	VB	разреша́ть	trans		perf	
Erlaubnis	N	разреше́ние nt, позволе́ние nt		f		<-, -se>
erleben	VB	пережива́ть	trans		perf	
Erlebnis	N	собы́тие nt		nt		<-ses, -se>
Erlebnis	N	опыт				
erledigen	VB	выполня́ть, вы́полнить perf, исполня́ть	trans		perf	
erleichtern	VB	облегча́ть, обле́гчить perf	trans		perf	
Ermäßigung	N	ски́дка f, льго́та f		f		<-, -en>
ernähren	VB	корми́ть, на- perf	trans		perf	
Ernährung	N	пита́ние nt		f		<->
ernst	ADJ	серьёзный				
ernsthaft	ADJ	серьёзный, настоя́тельный				
Ernte	N	урожа́й m		f		<-, -n>
eröffnen	VB	открыва́ть	trans		perf	
Eröffnung	N	откры́тие nt, сообще́ние nt		f		<-, -en>
erreichen	VB	достига́ть	trans		perf	
erschöpft	ADJ	изнурённый, без сил, уста́лый				
erschrecken	VB	пуга́ть, ис- perf	trans		erschrak, erschrocken	
ersetzen	VB	заменя́ть	trans		perf	
Ersatz	N	заме́на f, возмеще́ние nt		m		<-es>
erst	ADV	сперва́, пре́жде				
erstellen	VB	сооружа́ть, возводи́ть	trans		perf	
erwachsen	ADJ	взро́слый				
erwachsen	VB	возника́ть	intr		perf	
erwarten	VB	ожида́ть imperf, ждать imperf	trans		imperf	
erzählen	VB	расска́зывать	trans		perf	
Erzählung	N	расска́з m		f		<-, -en>
erziehen	VB	воспи́тывать	trans		irreg	
Erziehung	N	воспита́ние nt		f		<->
es	PRON	оно́			pers	
essen	VB	есть, по- perf, съесть perf	trans		aß, gegessen	
Essen	N	еда́ f, еда́ f, пи́ща f		nt		<-s, ->
Essig	N	у́ксус m		m		<-s>
Etage	N	эта́ж m		f		<-, -n>
etwa	ADV	приме́рно, о́коло				
etwas	PRON	что́-нибу́дь, что́-то			indef	
eventuell	ADJ	возмо́жный				
ewig	ADJ	ве́чный				
Experte	N	экспе́рт m		m		<-en, -en>
Export	N	э́кспорт m, вы́воз m		m		<-(e)s, -e>
extra	ADV	отде́льно, дополни́тельно				
extrem	ADJ	кра́йний				
Fabrik	N	фа́брика f, заво́д m		f		<-, -en>
Fach	N	по́лка f, я́щик m		nt		<-(e)s, Fächer>
Fachmann	N	специали́ст(ка) m(f), знато́к m, экспе́рт m		m		<-(e)s, -leute>
Fähigkeit	N	спосо́бность f		f		<-, -en>
fahren	VB	води́ть imperf, везти́ imperf, вози́ть imperf	trans		fuhr, gefahren	
Fähre	N	паро́м m		f		<-, -n>
Fahrbahn	N	прое́зжая часть f		f		<-, -en>
Fahrkarte	N	проездно́й биле́т m		f		<-, -n>
Fahrplan	N	расписа́ние  nt  движе́ния (тра́нспорта)		m		<-(e)s, -pläne>
Fahrrad	N	велосипе́д m		nt		<-(e)s, -räder>
Fahrzeug	N	тра́нспортное сре́дство nt		nt		<-(e)s, -e>
fair	ADJ	поря́дочный, че́стный				
Faktor	N	фа́ктор m		m		<-s, -en>
Fall	N	паде́ние nt, слу́чай m		m		<-(e)s, Fälle>
fallen	VB	па́дать, упа́сть perf	intr		fiel, gefallen	
fällig	ADJ	подлежа́щий упла́те, подлежа́щий исполне́нию				
falls	CONJ	(в слу́чае,) е́сли				
falsch	ADJ	непра́вильный				
Familie	N	семья́ f		f		<-, -n>
Familienstand	N	семе́йное положе́ние nt		m		<-(e)s>
fangen	VB	лови́ть, пойма́ть perf	trans		fing, gefangen	
fantastisch	ADJ	фантасти́ческий				
Farbe	N	цве́т m		f		<-, -n>
farbig	ADJ	цветно́й, пёстрый				
fassen	VB	хвата́ть, схвати́ть perf, бра́ться	trans		perf	
fast	ADV	почти́				
faul	ADJ	гнило́й, ту́хлый				
faul	ADJ	ленивый				
faulenzen	VB	лентя́йничать imperf	intr		imperf	
fehlen	VB	отсу́тствовать imperf, недостава́ть	intr		imperf	
Fehler	N	оши́бка f, погре́шность f, недоста́ток m		m		<-s, ->
feiern	VB	пра́здновать, от- perf, отмеча́ть	trans		perf	
Feier	N	пра́зднество nt, торжество́ nt		f		<-, -n>
Feierabend	N	коне́ц  m  рабо́чего дня		m		<-s, -e>
Feiertag	N	пра́здник m		m		<-(e)s, -e>
Feld	N	по́ле nt, па́шня f		nt		<-(e)s, -er>
Fenster	N	окно́ nt		nt	a.	<-s, ->
Ferien	N	кани́кулы pl, о́тпуск m		m		<->
Fernbedienung	N	дистанцио́нное управле́ние nt		f		<-, -en>
fernsehen	VB	смотре́ть, по-  perf  телеви́зор	intr		irreg	
fertig	ADJ	гото́вый				
fest	ADJ	твёрдый				
Fest	N	пра́здник m, пра́зднество nt		nt		<-(e)s, -e>
Festplatte	N	жёсткий диск m		f		<-, -n>
festhalten	VB	держа́ть imperf, уде́рживать	trans		irreg	
festlegen	VB	устана́вливать	trans		perf	
festnehmen	VB	заде́рживать, аресто́вывать	trans		irreg	
festsetzen	VB	устана́вливать	trans		perf	
feststehen	VB	быть  imperf  решëнным	intr		irreg	
feststellen	VB	устана́вливать, констати́ровать imperf/perf	trans		perf	
fett	ADJ	жи́рный, ту́чный				
Fett	N	жир m		nt		<-(e)s, -e>
feucht	ADJ	вла́жный, вла́жный				
Feuer	N	ого́нь m, пла́мя nt		nt		<-s, ->
Feuerzeug	N	зажига́лка f		nt		<-(e)s, -e>
Feuerwehr	N	пожа́рная кома́нда f		f		<-, -en>
Fieber	N	горя́чка f, жар m, температу́ра f		nt		<-s>
Figur	N	фигу́ра f		f		<-, -en>
Film	N	плёнка f, фильм m, кинофи́льм m		m		<-(e)s, -e>
finanzieren	VB	финанси́ровать (н)perf	trans		(н)perf	
finanziell	ADJ	фина́нсовый, де́нежный				
finden	VB	оты́скивать	trans		fand, gefunden	
Finger	N	па́лец m		m		<-s, ->
Firma	N	фи́рма f		f		<-, Firmen>
flach	ADJ	равни́нный, ни́зменный				
Fläche	N	пло́щадь f, террито́рия f		f		<-, -n>
Flasche	N	буты́лка f, фля́жка f		f		<-, -n>
Fleck	N	пятно́ nt		m		<-(e)s, -en>
Fleisch	N	мя́со nt, те́ло nt		nt		<-(e)s>
fleißig	ADJ	стара́тельный, приле́жный				
flexibel	ADJ	ги́бкий, эласти́чный				
fliegen	VB	лета́ть imperf, лете́ть, по- perf	intr		flog, geflogen	
fliehen	VB	бежа́ть imperf, убега́ть, убежа́ть perf	intr		floh, geflohen	
Flucht	N	бе́гство nt, побе́г m		f		<-, -en>
fließen	VB	ли́ться imperf, струи́ться imperf	intr		floss, geflossen	
fließend	ADJ	теку́щий				
Flohmarkt	N	блоши́ный ры́нок m		m		<-(e)s, -märkte>
Flöte	N	фле́йта f		f		<-, -n>
Flug	N	полёт m		m		<-(e)s, Flüge>
Flughafen	N	аэропо́рт m		m		<-s, -häfen>
Flugzeug	N	самолёт m		nt		<-(e)s, -e>
Flur	N	ле́стничная площа́дка f, коридо́р m		m		<-(e)s, -e>
Flur	N	по́ле nt, ни́ва f		f		<-, -en>
Fluss	N	река́ f		m		<-es, Flüsse>
Flüssigkeit	N	жи́дкость f		f		<-, -en>
Folge	N	после́дствие nt, сле́дствие nt		f		<-, -n>
fördern	VB	спосо́бствовать, по- perf, соде́йствовать imperf/perf	trans		perf	
Förderung	N	поощре́ние nt, соде́йствие nt		f		<-, -en>
Form	N	фо́рма f, вид m		f		<-, -en>
Form	N	физи́ческая фо́рма f		f	ohne pl	
Formular	N	формуля́р m, бланк m		nt		<-s, -e>
Forschung	N	иссле́дование nt, изыска́ние nt		f		<-, -en>
Fortbildung	N	повыше́ние  nt  квалифика́ции		f		<-, -en>
Fortschritt	N	прогре́сс m		m		<-(e)s, -e>
fortsetzen	VB	продолжа́ть	trans		perf	
Forum	N	фо́рум m		nt		<-s, Foren o Fora>
fotografieren	VB	фотографи́ровать, сфотографи́ровать perf, снима́ть	trans		perf	
Foto	N	фотогра́фия f		nt		<-s, -s>
Fotoapparat	N	фотоаппара́т m		m		<-(e)s, -e>
Fotografie	N	фотогра́фия f		f		<-, -n>
fragen	VB	спра́шивать, спроси́ть perf, справля́ться	trans		perf	
Frage	N	вопро́с m		f		<-, -n>
Frau	N	же́нщина f		f		<-, -en>
frech	ADJ	де́рзкий, наха́льный, на́глый				
frei	ADJ	свобо́дный, незави́симый				
Freiheit	N	свобо́да f		f		<-, -en>
Freizeit	N	свобо́дное вре́мя nt, досу́г m		f		<-, -en>
freiwillig	ADJ	доброво́льный				
fremd	ADJ	чужо́й, посторо́нний				
Fremdsprache	N	иностра́нный язы́к m		f		<-, -n>
fressen	VB	есть, съесть perf	trans		fraß, gefressen	
Freude	N	ра́дость f, весе́лье nt		f		<-, -n>
freundlich	ADJ	ми́ло				
Freundschaft	N	дру́жба f		f		<-, -en>
frieren	VB	мёрзнуть, за- perf, зя́бнуть	intr		fror, gefroren	
frisch	ADJ	све́жий				
Frisur	N	причёска f		f		<-, -en>
Frist	N	срок m, вре́мя nt		f		<-, -en>
froh	ADJ	весёлый, дово́льный				
Frucht	N	плод m, фрукт m		f		<-, Früchte>
früh	ADJ	ра́нний				
Frühstück	N	за́втрак m		nt		<-s, -e>
fühlen	VB	чу́вствовать, по- perf, ощуща́ть imperf	trans		perf	
führen	VB	руководи́ть imperf	trans		imperf	
Führerschein	N	води́тельские права́ pl		m		<-(e)s, -e>
Führung	N	предводи́тельство nt, руково́дство nt, управле́ние nt		f		<-, -en>
Fundbüro	N	бюро́  nt  нахо́док		nt		<-s, -s>
funktionieren	VB	функциони́ровать imperf	intr		imperf	
für	PREP	для			+ akk	
furchtbar	ADJ	ужа́сный, стра́шный				
Fuß	N	нога́ f, ступня́ f		m		<-es, Füße>
Fußball	N	футбо́л m		m	kein pl	<-(e)s, -bälle>
Fußgängerzone	N	пешехо́дная зо́на f		f		<-, -n>
füttern	VB	дава́ть, дать  perf  корм, корми́ть	trans		perf	
Gabel	N	ви́лка f, ви́лы pl		f		<-, -n>
Galerie	N	галере́я f		f		<-, -n>
Gang	N	похо́дка f		m		<-s, Gänge>
Gang	N	ба́нда f, ша́йка f		f		<-, -s>
ganz	ADJ	весь, це́лый				
gar	ADJ	гото́вый, сва́ренный				
gar	ADV	да́же				
Garage	N	гара́ж m		f		<-, -n>
garantieren	VB	гаранти́ровать imperf/perf	trans		imperf/perf	
Garantie	N	гара́нтия f		f		<-, -n>
Garderobe	N	гардеро́б m, гардеро́б m, раздева́лка f		f		<- , -n>
Garten	N	сад m		m		<-s, Gärten>
Gas	N	газ m		nt		<-es, -e>
Gas	N					
Gast	N	гость m		m		<-es, Gäste>
Gasthaus	N	(небольша́я) гости́ница f		nt		<-es, -häuser>
Gaststätte	N	рестора́н m		f		<-, -n>
Gebäude	N	зда́ние nt, сооруже́ние nt		nt		<-s, ->
geben	VB	дава́ть, дать perf	trans		gab, gegeben	
Gebäck	N	пече́нье nt		nt		<-(e)s, -e>
Gebiet	N	о́бласть f, райо́н m		nt		<-(e)s, -e>
Gebirge	N	го́ры f pl		nt		<-s, ->
geboren	ADJ				part perf von	
gebrauchen	VB	употребля́ть, по́льзоваться	trans		perf	
Gebühr	N	сбор m, по́шлина f, пла́та f		f		<-, -en>
Geburt	N	рожде́ние nt		f		<-, -en>
Geburtstag	N	день  m  рожде́ния		m		<-(e)s, -e>
Gedicht	N	стихотворе́ние nt		nt		<-(e)s, -e>
Geduld	N	терпе́ние nt		f		<->
geehrt	ADJ	уважа́емый				
geeignet	ADJ	(при)го́дный, подходя́щий				
Gefahr	N	опа́сность f		f		<-, -en>
gefährlich	ADJ	опа́сный				
gefallen	ADV	па́вший				
gefallen	VB	нра́виться imperf, быть  imperf  по вку́су	intr		irreg	
gefallen	VB	нра́виться imperf, быть  imperf  по вку́су	intr		irreg	
Gefängnis	N	тюрьма́ f		nt		<-ses, -se>
Gefühl	N	чу́вство nt		nt		<-(e)s, -e>
Gefühl	N			nt	ohne pl	<-(e)s>
gegen	PREP	про́тив				
Gegend	N	ме́стность f		f		<-, -en>
Gegensatz	N	противополо́жность f		m		<-es, -sätze>
Gegenstand	N	предме́т m, вещь f		m		<-(e)s, -stände>
Gegenteil	N	противополо́жность f		nt		<-s>
gegenüber	ADV	напро́тив				
Gehalt	N	за́работная пла́та f, окла́д m		nt		<-(e)s, Gehälter>
Gehalt	N	содержа́ние nt		m		<-(e)s, -e>
Geheimnis	N	та́йна f, секре́т m		nt		<-ses, -se>
geheim	ADJ	та́йный				
gehen	VB	идти́ imperf, ходи́ть imperf	intr		ging, gegangen	
gehören	VB	принадлежа́ть imperf, тре́боваться, по- perf	intr		imperf	
Gehsteig	N	тротуа́р m		m		<-(e)s, -e>
Geld	N	де́ньги pl		nt		<-es, -er>
Geldautomat	N	банкома́т m (ба́нковский автома́т для вы́дачи де́нег)		m		<-en, -en>
Gelegenheit	N	по́вод m, удо́бный слу́чай m		f		<-, -en>
gelingen	VB	удава́ться, уда́ться perf	intr		gelang, gelungen	
gelten	VB	быть  imperf  действи́тельным	intr		galt, gegolten	
gelten	VB					
gemeinsam	ADJ	о́бщий				
Gemeinschaft	N	о́бщность f, общи́на f		f		<-, -en>
Gemüse	N	о́вощи pl		nt		<-s, ->
gemütlich	ADJ	удо́бный, ую́тный				
genau	ADJ	то́чный, подро́бный				
genauso	ADV	то́чно так				
genehmigen	VB	разреша́ть, санкциони́ровать imperf/perf	trans		perf	
Generation	N	поколе́ние nt, генера́ция f		f		<-, -en>
genießen	VB	есть, пое́сть perf	trans		genoß, genossen	
genug	ADV	доста́точно, дово́льно				
genügen	VB	хвата́ть, быть  imperf  доста́точным	intr		perf	
Gepäck	N	бага́ж m		nt		<-(e)s>
gerade	ADJ	прямо́й				
geradeaus	ADV	пря́мо, напрями́к				
Gerät	N	прибо́р m, аппара́т m		nt		<-(e)s, -e>
gerecht	ADJ	справедли́вый				
Gericht	N	блю́до nt		nt		<-(e)s, -e>
Gericht	N	суд m		nt		<-(e)s, -e>
gering	ADJ	ни́зкий				
gern	ADV	охо́тно				
gesamt	ADJ	весь, це́лый		m		
Geschäft	N	магази́н m		nt		<-(e)s, -e>
Geschäft	N	сде́лка f		nt	ohne pl	<-(e)s>
geschehen	VB	произойти́ perf, случи́ться perf	intr		geschah, geschehen	
Geschenk	N	пода́рок m, дар m		nt		<-(e)s, -e>
Geschichte	N	расска́з m, исто́рия f		f		<-, -n>
Geschichte	N	исто́рия f		f	ohne pl	
geschieden	ADJ	разведённый				
Geschirr	N	посу́да f, посу́дина f		nt		<-(e)s, -e>
Geschlecht	N	род m		nt		<-(e)s, -er>
Geschmack	N	вкус m		m		<-(e)s, Geschmäcke>
Geschwindigkeit	N	ско́рость f		f		<-, -en>
Geschwindigkeitsbeschränkung	N	ограниче́ние  nt  ско́рости		f		<-, -en>
Geschwister	N	брат и сестра́				<->
Gesellschaft	N	о́бщество nt, компа́ния f, това́рищество nt		f		<-, -en>
Gesetz	N	зако́н m		nt		<-es, -e>
Gesicht	N	лицо́ nt		nt		<-(e)s, -er>
gespannt	ADJ	по́лный нетерпе́ния, нетерпели́вый				
Gespräch	N	разгово́р m, бесе́да f		nt		<-(e)s, -e>
gestern	ADV	вчера́				
gesund	ADJ	здоро́вый				<gesünder, am gesündesten>
Getränk	N	напи́ток m		nt		<-(e)s, -e>
Gewalt	N	наси́лие nt		f		<-, -en>
Gewerkschaft	N	профессиона́льный сою́з m, профсою́з m		f		<-, -en>
Gewicht	N	вес m, тя́жесть f		nt		<-(e)s, -e>
gewinnen	VB	выи́грывать, вы́играть perf	trans		gewann, gewonnen	
Gewinn	N	при́быль f		m		<-(e)s, -e>
Gewissen	N	со́весть f		nt		<-s, ->
Gewitter	N	гроза́ f		nt		<-s, ->
gewöhnen	VB	приуча́ть	trans		perf	
gewohnt	ADJ	привы́чный				
gewöhnlich	ADJ	обы́чный, обыкнове́нный, зауря́дный				
Gewürz	N	пря́ность f, припра́ва f		nt		<-es, -e>
gießen	VB	лить imperf, налива́ть	trans		goss, gegossen	
Gift	N	отра́ва f, яд m		nt		<-(e)s, -e>
giftig	ADJ	отра́вленный, ядови́тый				
Gitarre	N	гита́ра f		f		<-, -n>
Glas	N	стекло́ nt, бино́кль m		nt		<-es, Gläser>
Glas	N	стекло́ nt		nt	ohne pl	<-es>
glatt	ADJ	ро́вный, ско́льзкий				
glauben	VB	полага́ть imperf, ду́мать, по- perf	trans		imperf	
gleich	ADJ	одина́ковый, тако́й же				
gleichfalls	ADV	та́кже, то́же				
gleichberechtigt	ADJ	равнопра́вный				
gleichzeitig	ADV	одновреме́нно, ра́зом				
Gleis	N	железнодоро́жный путь m		nt		<-es, -e>
Glück	N	сча́стье nt		nt		<-(e)s>
glücklich	ADJ	счастли́вый		nt		
Glückwunsch	N	поздравле́ние nt		m		<-es, -wünsche>
Gold	N	зо́лото nt		nt		<-(e)s>
Golf	N	морско́й зали́в m		m		<-(e)s, -e>
Golf	N	гольф m		m		<-s>
Gott	N	бог m		m		<-es, Götter>
Grafik	N	гра́фика f		f		<-, -en>
Gras	N	трава́ f		nt		<-es, Gräser>
gratulieren	VB	поздравля́ть	intr		perf	
Gratulation	N	поздравле́ние nt		f		<-, -en>
gratis	ADV	беспла́тно, да́ром				
greifen	VB	брать, взять perf	trans		griff, gegriffen	
Grenze	N	грани́ца f, грани́ца f, рубе́ж m		f		<-, -n>
grillen	VB	поджа́ривать	trans		perf	
Grill	N	гриль m		m		<-s, -s>
Grippe	N	грипп m		f		<-, -n>
groß	ADJ	значи́тельный		m		
gründen	VB	осно́вывать, учрежда́ть	trans		perf	
Grund	N	причи́на f, основа́ние nt		m		<-(e)s, Gründe>
gründlich	ADJ	основа́тельный, тща́тельный				
Gruppe	N	гру́ппа f		f		<-, -n>
grüßen	VB	приве́тствовать, по- perf	trans		perf	
gucken	VB	гляде́ть, по- perf	intr		perf	
gültig	ADJ	действи́тельный		nt		
günstig	ADJ	удо́бный, вы́годный		nt		
gut	ADJ	хоро́ший, до́брый				<besser, am besten>
Gymnastik	N	гимна́стика f		f		<->
Haar	N	во́лос m		nt		<-(e)s, -e>
haben	VB	име́ть imperf, владе́ть imperf	trans		hatte, gehabt	
Hackfleisch	N	ру́бленое мя́со nt, фарш m		m		<-(e)s>
Hafen	N	порт m, га́вань f		m		<-s, Häfen>
hageln	VB		intr			
halb	ADJ	полови́нный				
Halbpension	N	непо́лный панси́он m		f		
halbtags	ADV	в тече́ние полови́ны дня				
Hälfte	N	полови́на f		f		<-, -n>
Halle	N	зал m		f		<-, -n>
Hallenbad	N	закры́тый пла́вательный бассе́йн m		nt		<-(e)s, -bäder>
hallo	INTERJ	приве́т				
hallo	INTERJ					
Hals	N	ше́я f		m		<-es, Hälse>
halt	INTERJ					
haltbar	ADJ	про́чный, го́дный для хране́ния				
halten	VB	держа́ть imperf, уде́рживать	trans		hielt, gehalten	
Halt	N	подде́ржка f, опо́ра f		m		<-(e)s, -e/-s>
Haltestelle	N	остано́вка f, ме́сто  nt  остано́вки		f		<-, -n>
Hammer	N	мо́лот m, молото́к m		m		<-s, Hämmer>
Hand	N	рука́ f		f		<-, Hände>
handeln	VB	де́йствовать imperf	intr		imperf	
Handel	N	торго́вля f		m		<-s>
Handy	N	моби́льный телефо́н m		nt		<-s, -s>
hängen	VB	висе́ть imperf	intr		hing, gehangen	
hart	ADJ	твёрдый, тяжёлый, тру́дный				<härter, am härtesten>
hassen	VB	ненави́деть imperf	trans		imperf	
hässlich	ADJ	некраси́вый, уро́дливый				
häufig	ADJ	ча́стый				
Haupt	N	голова́ f, глава́ f, шеф m		nt		<-(e)s, Häupter>
Hauptstadt	N	столи́ца f		f		<-, -städte>
Hauptbahnhof	N	центра́льный вокза́л m		m		<-(e)s, -höfe>
Haus	N	дом m		nt		<-es, Häuser>
Hausaufgabe	N	дома́шнее зада́ние nt		f		<-, -n>
Hausfrau	N	дома́шняя хозя́йка f		f		<-, -en>
Hausmann	N	хозя́ин m		m		
Haushalt	N	дома́шнее хозя́йство nt, бюдже́т m		m		<-(e)s, -e>
Hausmeister	N	смотритель дома или завхоз дома				
Haustier	N	дома́шнее живо́тное nt		nt		<-(e)s, -e>
Haut	N	ко́жа f, шку́ра f, ко́жа f		f		<-, Häute>
heben	VB	поднима́ть	trans		hob, gehoben	
Heft	N	рукоя́ть f		nt		<-(e)s, -e>
Heft	N	тетра́дь f, вы́пуск m, но́мер m		nt		<-(e)s, -e>
heim	ADV	домо́й				
Heim	N	родно́й дом m, дома́шний оча́г m		nt		<-(e)s, -e>
Heimat	N	ро́дина f		f		<->
heimlich	ADJ	та́йный, секре́тный				
Heimweh	N	тоска́  f  по ро́дине		nt		<-s>
heiraten	VB	жени́ться (н)perf, выходи́ть, вы́йти  perf  за́муж	trans		(н)perf	
heiß	ADJ	жа́ркий				
heißen	VB	называ́ться	intr		hieß, geheißen	
heizen	VB	ота́пливать, отопи́ть perf	trans		perf	
Heizung	N	отопле́ние nt		f		<-, -en>
helfen	VB	помога́ть	intr		half, geholfen	
Hilfe	N	по́мощь f		f		<-, -n>
hell	ADJ	све́тлый				
Hemd	N	соро́чка f, руба́шка f		nt		<-(e)s, -en>
her	ADV	сюда́				
heraus	ADV	нару́жу				
Herausforderung	N	вы́зов m		f		<-, -en>
Herd	N	плита́ f		m		<-(e)s, -e>
herein	ADV	сюда́				
Herkunft	N	происхожде́ние nt		f		<->
Herr	N	мужчи́на m, господи́н m, повели́тель m		m		<-en, -en>
herstellen	VB	производи́ть, изготовля́ть	trans		perf	
Herz	N	се́рдце nt		nt		<-ens, -en>
herzlich	ADJ	серде́чный				
heute	ADV	сего́дня				
heutig	ADJ	сего́дняшний				
hier	ADV	здесь				
hierher	ADV	сюда́				
Himmel	N	не́бо nt		m		<-s>
herunterwerfen	VB	броса́ть/бро́сить  perf  вниз	trans		irreg	
hinten	ADV	сза́ди				
hinterlassen	VB	оставля́ть	trans		irreg	
hinterher	ADV	позади́, сза́ди				
hinweisen	VB		trans		irreg	
historisch	ADJ	истори́ческий		m		
Hitze	N	жара́ f		f		<->
